,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259,6.29770998984259
1,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873,5.893537498403873
2,5.955742106189195,5.959655271757123,5.963568437325051,5.967481602892979,5.971394768460908,5.975307934028836,5.979221099596764,5.983134265164691,5.987047430732622,5.9909605963005506,5.994873761868478,5.998786927436406,6.002700093004333,6.006613258572262,6.01052642414019,6.01443958970812,6.018352755276046,6.022265920843975,6.026179086411904,6.030092251979832
3,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684,6.018491530141684
4,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079,6.149807768112079
5,5.470956311781159,5.479840718466911,5.48872512515266,5.497609531838411,5.506493938524163,5.515378345209913,5.524262751895665,5.533147158581415,5.542031565267166,5.550915971952918,5.559800378638667,5.568684785324419,5.577569192010171,5.586453598695921,5.595338005381673,5.604222412067422,5.613106818753174,5.621991225438926,5.630875632124676,5.639760038810428
6,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485,5.5301595598698485
7,6.256031973270926,6.257262438195023,6.2584929031191185,6.259723368043216,6.260953832967313,6.262184297891408,6.263414762815505,6.264645227739602,6.265875692663697,6.267106157587794,6.268336622511891,6.269567087435987,6.270797552360084,6.272028017284181,6.273258482208278,6.274488947132373,6.27571941205647,6.276949876980566,6.278180341904663,6.27941080682876
8,5.8814974486332074,5.882251428838581,5.883005409043955,5.883759389249328,5.884513369454702,5.885267349660077,5.88602132986545,5.886775310070824,5.8875292902762,5.8882832704815735,5.889037250686949,5.889791230892322,5.890545211097695,5.8912991913030694,5.892053171508442,5.892807151713815,5.893561131919191,5.8943151121245645,5.89506909232994,5.895823072535313
9,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676,6.2674432806980676
10,5.599406399014694,5.606484526052771,5.613562653090849,5.620640780128924,5.627718907167003,5.634797034205078,5.641875161243156,5.6489532882812306,5.656031415319308,5.663109542357384,5.670187669395461,5.67726579643354,5.684343923471615,5.691422050509692,5.698500177547768,5.7055783045858455,5.712656431623923,5.719734558661998,5.726812685700077,5.733890812738152
11,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672,5.9765130381672
12,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712,5.981834615938712
13,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152,6.373462172136152
14,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137,6.342180371551137
15,5.985024721035746,5.985479411165766,5.985934101295784,5.986388791425801,5.9868434815558205,5.987298171685839,5.987752861815856,5.988207551945874,5.988662242075891,5.989116932205909,5.989571622335927,5.990026312465944,5.990481002595962,5.99093569272598,5.991390382855999,5.991845072986017,5.992299763116035,5.992754453246054,5.993209143376072,5.993663833506089
16,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885,5.927238103085885
